10	110644397	110839469	RBM20	ENSG00000203867	ENST00000369519	Familial isolated dilated cardiomyopathy
10	110644397	110839469	RBM20	ENSG00000203867	ENST00000369519	Notch signaling involved in heart development
10	110644397	110839469	RBM20	ENSG00000203867	ENST00000465774	Familial isolated dilated cardiomyopathy
10	110644397	110839469	RBM20	ENSG00000203867	ENST00000465774	Notch signaling involved in heart development
10	110644397	110839469	RBM20	ENSG00000203867	ENST00000471172	Familial isolated dilated cardiomyopathy
10	110644397	110839469	RBM20	ENSG00000203867	ENST00000471172	Notch signaling involved in heart development
10	110644397	110839469	RBM20	ENSG00000203867	ENST00000480343	Familial isolated dilated cardiomyopathy
10	110644397	110839469	RBM20	ENSG00000203867	ENST00000480343	Notch signaling involved in heart development
10	119651370	119677819	BAG3	ENSG00000151929	ENST00000369085	CARDIOMYOPATHY DILATED 1HH
10	119651370	119677819	BAG3	ENSG00000151929	ENST00000369085	Familial isolated dilated cardiomyopathy
10	119651370	119677819	BAG3	ENSG00000151929	ENST00000450186	CARDIOMYOPATHY DILATED 1HH
10	119651370	119677819	BAG3	ENSG00000151929	ENST00000450186	Familial isolated dilated cardiomyopathy
10	18140677	18541869	CACNB2	ENSG00000165995	ENST00000282343	BRUGADA SYNDROME
10	18140677	18541869	CACNB2	ENSG00000165995	ENST00000282343	BRUGADA SYNDROME 4
10	18140677	18541869	CACNB2	ENSG00000165995	ENST00000324631	BRUGADA SYNDROME
10	18140677	18541869	CACNB2	ENSG00000165995	ENST00000324631	BRUGADA SYNDROME 4
10	18140677	18541869	CACNB2	ENSG00000165995	ENST00000352115	BRUGADA SYNDROME
10	18140677	18541869	CACNB2	ENSG00000165995	ENST00000352115	BRUGADA SYNDROME 4
10	18140677	18541869	CACNB2	ENSG00000165995	ENST00000377315	BRUGADA SYNDROME
10	18140677	18541869	CACNB2	ENSG00000165995	ENST00000377315	BRUGADA SYNDROME 4
10	18140677	18541869	CACNB2	ENSG00000165995	ENST00000377319	BRUGADA SYNDROME
10	18140677	18541869	CACNB2	ENSG00000165995	ENST00000377319	BRUGADA SYNDROME 4
10	18140677	18541869	CACNB2	ENSG00000165995	ENST00000377328	BRUGADA SYNDROME
10	18140677	18541869	CACNB2	ENSG00000165995	ENST00000377328	BRUGADA SYNDROME 4
10	18140677	18541869	CACNB2	ENSG00000165995	ENST00000377329	BRUGADA SYNDROME
10	18140677	18541869	CACNB2	ENSG00000165995	ENST00000377329	BRUGADA SYNDROME 4
10	18140677	18541869	CACNB2	ENSG00000165995	ENST00000377331	BRUGADA SYNDROME
10	18140677	18541869	CACNB2	ENSG00000165995	ENST00000377331	BRUGADA SYNDROME 4
10	18140677	18541869	CACNB2	ENSG00000165995	ENST00000396576	BRUGADA SYNDROME
10	18140677	18541869	CACNB2	ENSG00000165995	ENST00000396576	BRUGADA SYNDROME 4
10	18140677	18541869	CACNB2	ENSG00000165995	ENST00000467034	BRUGADA SYNDROME
10	18140677	18541869	CACNB2	ENSG00000165995	ENST00000467034	BRUGADA SYNDROME 4
10	18140677	18541869	CACNB2	ENSG00000165995	ENST00000468177	BRUGADA SYNDROME
